Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905485741,1.78366676136979,1.41115298507022,-4.05904827267295
